"zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes"
"00501","UNIQUE","Holtsville",,"I R S Service Center","NY","Suffolk County","America/New_York","631","40.81","-73.04","NA","US","0","384",
"00544","UNIQUE","Holtsville",,"Irs Service Center","NY","Suffolk County","America/New_York","631","40.81","-73.04","NA","US","0","0",
"00601","STANDARD","Adjuntas",,"Colinas Del Gigante, Jard De Adjuntas, Urb San Joaquin","PR","Adjuntas","America/Puerto_Rico","787,939","18.16","-66.72","NA","US","0","0",
"00602","STANDARD","Aguada",,"Alts De Aguada, Bo Guaniquilla, Comunidad Las Flores, Ext Los Robles, Urb Isabel La Catolica","PR",,,"787","18.38","-67.18","NA","US","0","0",
"00603","STANDARD","Aguadilla","Ramey","Bda Caban, Bda Esteves, Bo Borinquen, Bo Ceiba Baja, Ext El Prado, Ext Marbella, Repto Jimenez, Repto Juan Aguiar, Repto Lopez, Repto Tres Palmas, Sect Las Villas, Urb Borinquen, Urb El Prado, Urb Esteves, Urb Garcia, Urb Las Americas, Urb Las Casitas Country Club, Urb Maleza Gdns, Urb Marbella, Urb Ramey, Urb Rubianes, Urb San Carlos, Urb Santa Marta, Urb Victoria, Villa Alegria, Villa Linda, Villa Lydia, Villa Universitaria, Villas De Almeria, Vista Alegre, Vista Verde","PR","Aguadilla","America/Puerto_Rico","787","18.43","-67.15","NA","US","0","0",
"00604","PO BOX","Aguadilla","Ramey",,"PR",,,,"18.43","-67.15","NA","US","0","0",
"00605","PO BOX","Aguadilla",,,"PR",,,,"18.43","-67.15","NA","US","0","0",
"00606","STANDARD","Maricao",,"Urb San Juan Bautista","PR","Maricao","America/Puerto_Rico","787,939","18.18","-66.98","NA","US","0","0",
"00610","STANDARD","Anasco",,"Brisas De Anasco, Est De Valle Verde, Jard De Anasco, Paseo Del Valle, Repto Daguey, Urb San Antonio","PR",,,"787","18.28","-67.14","NA","US","0","0",
"00611","PO BOX","Angeles",,,"PR",,,,"18.28","-66.79","NA","US","0","0","no NWS data, "
"00612","STANDARD","Arecibo",,"Alt De Juncos, Alt De San Felipe, Bda Duhamel, Bo El Pasaje, Bo Islote, Bo Islote Ii, Bo Jarealitos, Bo Obrero, Bo Santana, Comunidad Buenos Aires, Est De Arecibo, Est De Balseiro, Ext Marisol, Ext Tanama, Ext Villa Los Santos I, Ext Villa Los Santos Ii, Hacienda Toledo, Jard De Arecibo, Jard De San Rafael, Parc Mattey, Parc Navas, Parc Perez, Parc Rodriguez Olmo, Parq De Jardines, Paseos Reales, Repto Marquez, Repto San Jose, Repto San Juan, Sect Abra, Sect El Cano, Sect Las Animas, Sect Muelle, Urb Arecibo Gdns, Urb College Park Iv, Urb Costas Del Atlantico, Urb El Paraiso, Urb Factor, Urb Garcia, Urb Garden View, Urb La Mucura, Urb Las Brisas, Urb Los Llanos, Urb Los Pinos, Urb Los Pinos Ii, Urb Marisol, Urb Martell, Urb Ocean Vw, Urb Radioville, Urb Regional, Urb San Daniel, Urb San Felipe, Urb San Lorenzo, Urb Tanama, Urb University Gdns, Urb Victor Rojas 1, Urb Victor Rojas 2, Urb Villamar, Urb Zeno Gandia, Valle Escondido, Villa Los Santos, Villa Lucia, Villa Serena, Villa Toledo, Villas Del Capitan, Villas Del Sol, Vista Azul, Vista Del Atlantico","PR","Arecibo","America/Puerto_Rico","787","18.45","-66.73","NA","US","0","0",
"00613","PO BOX","Arecibo",,,"PR",,,,"18.45","-66.73","NA","US","0","0",
"00614","PO BOX","Arecibo",,,"PR",,,,"18.45","-66.73","NA","US","0","0",
"00616","STANDARD","Bajadero",,"Brisas Del Valle","PR","Arecibo","America/Puerto_Rico",,"18.4","-66.66","NA","US","0","0",
"00617","STANDARD","Barceloneta",,"Bda Catalana, Brisas De Llanadas, Brisas Del Monte, Est De Barceloneta, Est De Florida, Ext Est De Imbery, Ext Parc Punta Palmas, Parc Garrochales, Parc Imbery, Parc Magueyes, Parc Palenque, Parc Punta Palmas, Parc Tiburon, Repto Las Llanadas, Urb Cataluna, Urb Cimarrona Ct, Urb Las Delicias, Urb Las Praderas, Urb Ortega, Urb Plazuela Estates, Urb Sol Naciente, Villa Barcelona, Villa Central, Villa Georgetti, Villas De La Sabana","PR","Barceloneta","America/Puerto_Rico","787","18.45","-66.53","NA","US","0","0",
"00622","STANDARD","Boqueron",,"Villa Taina","PR",,,"787","17.99","-67.15","NA","US","0","0",
"00623","STANDARD","Cabo Rojo",,"Alts De Joyuda, Alts Del Mar, Bo Ballaja, Bo Monte Grande, Est De Miramar, Est Reales, Ext Elizabeth, Ext La Concepcion, Ext Parc Elizabeth, Ext Sierra Linda, Haciendas De Belvedere, Haciendas De Cabo Rojo, Haciendas De Miramar, Jard Del Puerto, Mans De Cabo Rojo, Mansiones, Parc Betances, Parc Elizabeth, Parc Las Margaritas, Parc Las 35, Parc Puerto Real, Qtas De Cabo Rojo, Repto Miradero, Repto Oliveras, Urb Alta Vista, Urb Ana Maria, Urb Borinquen, Urb El Retiro, Urb Elizabeth, Urb Kofresi, Urb La Concepcion, Urb Monte Grande, Urb Montesol, Urb Ramirez, Urb Remanso De Cabo Rojo, Urb San Miguel, Urb Sierra Linda, Villa Aida, Villa Del Carmen, Villa Luisa, Villas De Plan Bonito","PR",,,"787","18.08","-67.14","NA","US","0","0",
"00624","STANDARD","Penuelas",,"Alt De Penuelas Ii, Alts De Penuelas, Brisas De Guayanes, Colinas De Penuelas, Ext Alts De Penuelas Ii, Jard De Penuelas, Repto Kennedy, Sect Mal Paso, Urb El Madrigal, Urb Guayanes, Urb Monte Verde, Urb Penuelas Valley, Urb Rio Sol, Urb Riverside, Urb Sagrado Corazon, Villa Esmeralda, Vista Bahia","PR",,,"787","18.06","-66.72","NA","US","0","0",
"00627","STANDARD","Camuy",,"Alts El Maestro, Sect Pena, Urb Del Carmen, Urb Las Veredas, Urb Linda Vista, Vistas De Camuy","PR",,,"787","18.48","-66.84","NA","US","0","0",
"00631","PO BOX","Castaner","Adjuntas",,"PR",,,,"18.19","-66.82","NA","US","0","0",
"00636","PO BOX","Rosario",,,"PR",,,,"18.15","-67.06","NA","US","0","0",
"00637","STANDARD","Sabana Grande",,"Alts De San Jose, Bda San Isidro, Est Del Rio, Ext San Jose 2, Parc Maginas, Parc Susua, Urb El Arrendado, Urb La Milagrosa, Urb San Miguel, Urb Santa Ana, Urb Santa Elena, Urb Santa Maria, Vistas De Sabana Grande","PR",,,"787","18.08","-66.96","NA","US","0","0",
"00638","STANDARD","Ciales",,"Qtas De Ciales, Urb Dos Rios, Urb Los Llanos, Urb Monte Rey","PR",,,"787","18.33","-66.47","NA","US","0","0",
"00641","STANDARD","Utuado",,"Alts De Utuado, Bda Nueva, Ext San Martin, Jard De Bubao, Sect Bella Vista, Sect Cercadillo, Sect Vendrell, Urb Cabrera, Urb Jesus M Lago, Urb Perez Matos, Urb San Martin","PR",,,"787","18.27","-66.7","NA","US","0","0",
"00646","STANDARD","Dorado",,"Bo Arenal, Bo Saldinera, Bosque Dorado, Chalets De Dorado, Comunidad Arenales, Comunidad Arenales Ii, Hacienda Mi Querido Viejo, Jard De Dorado, Jard Dorado, Parc El Cotto, Parc Mameyal, Parc San Antonio, Paseo Del Mar, Paseo Del Sol, Paseo Las Olas, Paseo Las Palmas, Paseo Los Corales, Paseo Los Corales Ii, Paseo Real, Qtas De Dorado, Sect La Aldea, Urb Costa De Oro, Urb Dorado Country Ests, Urb Dorado Del Mar, Urb Dorado Reef, Urb Doraville, Urb Gables Breeze, Urb Golden Hls, Urb Los Montes, Urb Los Prados Norte, Urb Los Prados Sur, Urb Martorell, Urb Miraflores, Urb Monte Bello, Urb Monte Elena, Urb Monte Mayor, Urb Monte Verde, Urb Montelindo, Urb Montereal, Urb Paisajes De Dorado, Urb Palmar Dorado Norte, Urb Sabanera Dorado, Urb Santa Barbara, Urb The Clusters, Urb The Estates, Valle Dorado, Villa Plata, Villa Santa, Villa Santa Ii","PR",,,"787","18.47","-66.27","NA","US","0","0",
"00647","STANDARD","Ensenada",,"Urb Baco","PR",,,,"17.96","-66.94","NA","US","0","0",
"00650","STANDARD","Florida",,"Alt De Florida, Est De Arroyo, Repto Seoane, Urb Altos De Florida, Urb Las Flores, Urb Vegas De Florida","PR",,,"787,939","18.36","-66.56","NA","US","0","0",
"00652","STANDARD","Garrochales",,"Hacienda De Garrochales, Urb Los Jardines","PR","Arecibo","America/Puerto_Rico","787","18.45","-66.6","NA","US","0","0",
"00653","STANDARD","Guanica",,"Bda Esperanza, Bo La Luna, Urb Bahia, Urb Sagrado Corazon, Urb Santa Clara, Vista Mar","PR",,,"787","17.97","-66.93","NA","US","0","0",
"00656","STANDARD","Guayanilla",,"Bda Guaydia, Bo Los Sitios, Ext Santa Elena 2, Ext Santa Elena 3, Urb La Concepcion, Urb Monte Claro, Urb San Augusto, Urb Santa Elena, Urb Santa Elena 2, Urb Santa Maria, Urb Stella, Villa Del Rio","PR",,,"787","18.02","-66.79","NA","US","0","0",
"00659","STANDARD","Hatillo",,"Alt De Hatillo, Bda Clan, Brisas De Hatillo, Colinas De Hatillo, Est De Carrizales, Est De La Ceiba, Ext San Ramon, Ext Villa Del Carmen, Parc Santa Rosa, Sect Aviles, Urb Corales De Hatillo, Urb Costa Norte, Urb Hatillo Del Mar, Urb Las Palmas, Urb Mar Azul, Valle Verde, Villa Del Carmen","PR",,,,"18.48","-66.82","NA","US","0","0",
"00660","STANDARD","Hormigueros",,"Bo Lavadero, Colinas Del Oeste, Est Del Rio, Hacienda La Monserrate, Haciendas Constancia, Parc San Romualdo, Urb Montebello, Urb Verdun, Urb Verdun Ii, Valle Hermoso, Villa Zoraida","PR",,,"787","18.14","-67.12","NA","US","0","0",
"00662","STANDARD","Isabela",,"Alt Del Mar, Bda La Mayor, Brisas Del Canal, Comunidad Capiro, Comunidad El Canon, Comunidad El Ramal, Comunidad Guanabano, Comunidad Los Pinos, Comunidad Los Ponce, Comunidad Mantilla, Comunidad Ramal, Comunidad Sonuco, Est Del Paraiso, Est Velazquez, Ext Villa Espana, Haciendas De Isabela, Jard Miramar, Mans Del Atlantico, Parc Cotto, Parc Mora Guerrero, Pradera Real, Qtas Del Atlantico, Repto Apolonio Velez Ramos, Repto Capella, Repto Duran, Repto Jerusalen, Repto Las Brisas, Repto Miraflores, Repto Monte Claro, Repto San Antonio, Repto Santa Maria, Repto Vega Badillo, Repto Villa Y Mar, Repto Yomaira, Res Lomas Del Sol, Sect Cachichuelas, Sect California, Sect Casimiro Perez, Sect La Media Cuerda, Sect La Pra, Sect Las Colinas, Sect Las Marias, Sect Las Uvas, Sect Los Toledo, Sect Pueblo Nuevo, Sect Rotarios, Sect San Antonio De La Tuna, Sect Tocones, Sect Verdum, Sect Villa Luna, Urb Costa Brava, Urb Domenech, Urb Figueroa, Urb Hau, Urb Islazul, Urb Lamela, Urb Las Ceibas, Urb Las Flores, Urb Las 3t, Urb Llanos De Isabela, Urb Manuel Corchado, Urb Medina, Urb Salvador Rios, Urb Santa Rosa, Urb Santa Teresita, Urb Sol Y Mar, Villa Acevedo, Villa Gamal, Villa Karen, Villa Lydia, Villa Mizei, Villa Pesquera, Vista Verde, Vistas Del Atlantico","PR",,,"787","18.5","-67.02","NA","US","0","0",
"00664","STANDARD","Jayuya",,"Alts De Borinquen, Alts De Jayuya, Jard De Jayuya, Urb Hayuya, Urb La Colina, Urb La Monserrate, Urb Vega Linda, Valle Verde","PR",,,"787","18.22","-66.59","NA","US","0","0",
"00667","STANDARD","Lajas",,"Bda Nicolin Perez, Bda Tomei, Est De Lajas, Est Del Parra, Ext El Valle 2, Jard De Lajas, Parq Real, Urb El Valle, Urb Linda Vista","PR",,,"787,939","18.04","-67.06","NA","US","0","0",
"00669","STANDARD","Lares",,"Haciendas De Borinquen Ii, Urb Buena Vista","PR",,,"787","18.29","-66.88","NA","US","0","0",
"00670","STANDARD","Las Marias",,"Jard De Las Marias, Urb El Bosque, Urb El Coqui, Urb Lavergne","PR",,,"787,939","18.27","-67.06","NA","US","0","0",
"00674","STANDARD","Manati",,"Alts De Manati, Bda San Jose, Brisas De Mar Chiquita, Colina Del Mar, Est De Manati, Est De Valle Verde, Est Marylin, Ext Oneill, Ext San Salvador, Hacienda Hermanas Mena, Hacienda La Monserrate, Jard De Monaco 1, Jard De Monaco 2, Jard De Monaco 3, Lomas Del Manatuabon, Parc La Luisa, Parc Marquez, Repto Garcia, Repto Geovani, Repto Marista, Repto Rosello, Urb Atenas, Urb Camino Del Sol Ii, Urb Flamboyan, Urb Las Gardenias, Urb Los Rosales, Urb Luchetti, Urb Manati Chalets, Urb Monte Verde, Urb Oneill, Urb Portofino, Urb San Salvador, Urb Santa Teresa, Valle De Tierras Nuevas, Valle Encantado, Valles De Manati, Villa Beatriz, Villa Evangelina, Villa Forestal, Villa Maria, Villa Nitza, Villas Del Manati, Villas Tesoro","PR",,,"787","18.43","-66.48","NA","US","0","0",
"00676","STANDARD","Moca",,"Hacienda La Monserrate, Parc Lomas Verdes, Parc Sabana, Res Edad Dorada, Urb Las Palmas, Urb Los Robles, Urb Moca Gdns, Villa Deloamit, Villa Mercedes, Villa Soto","PR",,,"787","18.39","-67.11","NA","US","0","0",
"00677","STANDARD","Rincon",,"Comunidad Estella, Comunidad Stella, Ext Jard De Rincon, Jard De Rincon, Urb Cerro Los Pobres, Urb Las Lomas, Urb Palma Real, Urb Sea Beach Colony, Villas De La Pradera, Vista Azul","PR",,,"787,939","18.34","-67.25","NA","US","0","0",
"00678","STANDARD","Quebradillas",,"Bo Cacao, Brisas Tropical, Parc Chivas, Parc Terranova, Parq Del Retiro, Repto Kennedy, Urb Avila, Urb Dos Ceibas, Urb El Retiro, Urb La Romana, Urb Santa Marina, Villa Norma","PR",,,"787","18.47","-66.93","NA","US","0","0",
"00680","STANDARD","Mayaguez",,"Bo Balboa, Bo Barcelona, Bo Broadway, Bo Buena Vista, Bo Cantera, Bo Carcel, Bo Colombia, Bo La Quinta, Bo Liceo, Bo Mineral, Bo Paris, Bo Rio Hondo, Bo Sabalos, Bo Salud, Bo Santurce, Ext Belmonte, Lomas Verdes, Repto Antillano, Repto Brisas De Rio Hondo, Repto Flamboyan, Repto Macias, Repto San Miguel, Urb Alemany, Urb Belmonte, Urb Ensanche Ramirez, Urb Ensanche Vivaldi, Urb Flor Del Valle, Urb La Estancia, Urb Monterey, Urb Paraiso De Mayaguez, Urb Ponce De Leon, Urb Pura Brisa, Urb Rio Cristal, Urb Santa Maria, Urb Sultana, Villa Angelica, Villa Gerena, Villa India, Villa Sultanita, Villas De Felisa, Villas Del Rio, Villas Del Sol","PR",,,"787","18.2","-67.14","NA","US","0","0",
"00681","PO BOX","Mayaguez",,,"PR",,,,"18.2","-67.14","NA","US","0","0",
"00682","STANDARD","Mayaguez",,"Alt De Algarrobo, Alt De Mayaguez, Bo Dulces Labios, Bo El Seco, Bo Mani, Bo Tras Talleres, Jard De Guanajibo, Jard Del Caribe, Mans De Espana, Parc Castillo, Parc Mani, Parc Soledad, Parq De La Ceiba, Repto Los Chevres, Repto San Francisco, Urb Bella Lomas, Urb Buenaventura, Urb Ensanche Ramirez, Urb Fraternidad, Urb Guanajibo Gdns, Urb Guanajibo Homes, Urb Hostos, Urb La Riviera, Urb Llavat, Urb Los Versalles, Urb Mayaguez Terrace, Urb Mendoza, Urb Miradero Gdns, Urb Miradero Hls, Urb Petiteville, Urb Quinto Centenario, Urb Ramirez De Arellano, Urb San Jose, Urb Santa Rosa De Lima, Urb Westernlake Vlg, Villas Del Oeste, Vista Verde","PR",,,"787","18.2","-67.14","NA","US","0","0",
"00683","STANDARD","San German",,"Ext Mans San German, Ext Parc Sabana Eneas, Ext Santa Maria, Ext Villa Interamericana, Hacienda La Monserrate, Mans De San German, Mans Reales, Parc Sabana Eneas, Paseos Del Valle, Repto Universidad, Urb Borinquen, Urb El Convento, Urb El Pedregal, Urb El Real, Urb La Nueva Salamanca, Urb La Quinta Dr Velez, Urb Las Quintas, Urb Los Sauces, Urb Montebello, Urb Porta Coeli, Urb Retiro, Urb Riverside, Urb Santa Maria, Valle Verde, Villa Auxerre, Villa Interamericana","PR",,,"787","18.08","-67.04","NA","US","0","0",
"00685","STANDARD","San Sebastian",,"Bda Chinto Rodon, Bda Estalingrado, Bda Paralelo 38, Bda Pueblo Nuevo, Bda Tablastilla, Colinas Verdes, Comunidad Gonzalez, Ext Villa Rita, Jard Guatemala, Repto Pin Mendez, Urb Chinto Rodon, Urb El Culebrina, Urb El Guayabal, Urb La Estancia, Urb Los Alamos, Urb Olivencia, Urb Pedro T Labayen, Urb Pepino, Urb Venturini, Valle Verde, Villa Rita, Villas De Piedra Blanca","PR",,,"787","18.33","-66.99","NA","US","0","0",
"00687","STANDARD","Morovis",,"Brisas Del Norte, Brisas Del Rio, Comunidad Juan Otero, Ext Torrecillas, Jard De Montellano, Jard De Romany, Jard De Russe, Parc Barahona, Parc Torrecillas, Praderas De Morovis Sur, Qtas De Morovis, Repto Los Torres, Sect Berio, Sect La Alianza, Sect Marrero, Sect Pabon, Urb Cruz Rosario, Urb Las Cumbres, Urb Rose Valley, Urb Russe, Valle Barahona, Valles De San Luis, Villa Roca, Villas Del Norte, Vista Verde","PR",,,"787","18.32","-66.4","NA","US","0","0",
"00688","STANDARD","Sabana Hoyos",,"Est De Sabana","PR",,,"787","18.38","-66.62","NA","US","0","0",
"00690","STANDARD","San Antonio",,"Brisas De Campo Alegre, Hacienda Asturias, Parq Ind San Antonio, Paseos Reales, Urb Nuevo San Antonio, Urb San Antonio","PR",,,,"18.49","-67.09","NA","US","0","0",
"00692","STANDARD","Vega Alta",,"Alts De Cerro Gordo 1&2, Alts De Cerro Gordo 3&4, Bda Corea, Bo Brenas, Comunidad Manantial, Est Cerro Gordo, Est Del Valle, Est San Nicolas, Ext La Esperanza, Ext La Inmaculada, Ext Sanchez, Ext Santa Ana, Ext Santa Maria, Ext Santa Rita, Hacienda El Molino, Parc Carmen, Parc Ponderosa, Urb Cerro Gordo Hls, Urb Cielo Dorado, Urb Golden Vlg, Urb Grand Palm Ii, Urb Isomar, Urb La Esperanza, Urb La Inmaculada, Urb Las Colinas, Urb Las Palmas Cerro Gordo, Urb Santa Ana, Urb Santa Rita, Urb Treasure Pt, Urb Velomas, Villa Linares, Vistas De La Vega","PR",,,"787","18.41","-66.32","NA","US","0","0",
"00693","STANDARD","Vega Baja",,"Alt De Vega Baja, Bda Collazo, Bda Sandin, Bo Algarrobo, Bo Carmelita, Bo La Trocha, Bo Las Granjas, Bo Ojo De Agua, Bo Pueblo Nuevo, Bo Yeguada, Brisas De Tortuguero, Brisas Del Mar, Ciudad Real, Colinas Del Marquez, Comunidad Bethel, Est De Tortuguero, Ext Ocean Front, Hacienda La Arboleda, Haciendas De Monteverde, Jard De Vega Baja, Parc Amadeo, Repto Sobrino, Sect Arenales, Sect Brisas Del Rosario, Sect El Lido, Sect Lomba, Sect Miraflores, Urb Brasilia, Urb Cabo Caribe, Urb Camino Del Sol, Urb Ciara Del Sol, Urb El Rosario, Urb El Verde, Urb Guarico, Urb La Cruv, Urb Las Delicias, Urb Las Flores, Urb Los Almendros, Urb Los Hucares, Urb Monte Carlo, Urb Ocean Front, Urb San Agustin, Urb San Demetrio, Urb San Vicente, Urb Vega Baja Lakes, Urb Vega Serena, Villa Del Rosario, Villa Los Pescadores, Villa Pinares, Villa Real, Villa Rosa 2, Villas De La Playa, Vista Verde","PR",,,"787","18.44","-66.39","NA","US","0","0",
"00694","PO BOX","Vega Baja",,,"PR",,,,"18.44","-66.39","NA","US","0","0",
"00698","STANDARD","Yauco",,"Alts De Yauco, Alts Del Cafetal, Bda Galarza, Bda Las Delicias, Bda Lluberas, Bo Alto De Cuba, Bo Palomas, Colinas De Yauco, Est De Yauco, Est De Yodimar, Ext Alts De Yauco, Ext Alts De Yauco Ii, Haciendas Florida, Jard De Borinquen, Jard De Montblanc, Jard M Blanco, Qtas De Valle Verde, Repto Esperanza, Res Barinas, Sect La Vega, Sect Las Pelas, Sect Pueblo Nuevo, Urb Barinas, Urb Buena Vista, Urb Costa Sur, Urb El Rocio, Urb El Rosario, Urb Hill View, Urb La Quinta, Urb Los Angeles, Urb Los Pinos, Urb Luchetti, Urb Mifedo, Urb Monteverde, Urb Roosevelt, Urb San Francisco, Urb Turnkey, Villa Milagros, Villa Olimpia, Villas Del Cafetal, Villas Del Cafetal Ii, Vista Real, Vistas De Monte Sol, Vistas Del Palmar","PR",,,"787","18.03","-66.86","NA","US","0","0",
"00703","STANDARD","Aguas Buenas",,"Est Del Rio, Mans De Aguas Buenas, Urb San Antonio","PR",,,"787","18.25","-66.1","NA","US","0","0",
"00704","STANDARD","Aguirre",,"Parc Parque, Paseo Costa Del Sur, Sect Lanausse, Urb Eugene Rice, Urb Gonzalez, Urb La Fabrica, Urb Monte Soria 2, Villas Del Coqui, Est De Trinitaria, Ext El Coqui, Parc Cabasa","PR",,,,"17.96","-66.22","NA","US","0","0",
"00705","STANDARD","Aibonito",,"Bda San Luis, Bo Llanos, Brisas De Aibonito, Colinas De San Francisco, Est Del Llano, Ext Bella Vista, Ext San Luis, Ext Villa Rosales, Repto Robles, Urb Bella Vista, Urb Buena Vista, Urb Golden Vlg Iv, Urb La Providencia, Villa De La Rosa, Villa Rosales, Villas Del Coqui","PR",,,"787","18.14","-66.26","NA","US","0","0",
"00707","STANDARD","Maunabo",,"Brisas De Emajaguas, Jard Los Almendros, Urb San Pedro, Villa Alegre, Villas De Maunabo","PR",,,"787,939","18","-65.9","NA","US","0","0",
